Key,year,quarter,CentroidX,CentroidY,Avg_Pop__Densi,Avg_Income___T,Avg_Income___2,Avg_Income___3,Avg_Housing___,Avg_Education_,Crime_Count,Quarterly_Fire_Count
Caserne 17 Grid1_3,2022,2,-73.638321,45.590882,7548.68333333333,421.666666666667,100.0,61.9166666666667,206.666666666667,422.083333333333,16.0,23
Caserne 17 Grid2_1,2015,1,-73.638321,45.590882,8483.025,440.625,100.0,63.625,213.125,453.75,7.0,19
Caserne 17 Grid2_1,2015,2,-73.638321,45.590882,8483.025,440.625,100.0,63.625,213.125,453.75,9.0,21
Caserne 17 Grid2_1,2015,3,-73.638321,45.590882,8483.025,440.625,100.0,63.625,213.125,453.75,6.0,17
Caserne 17 Grid2_1,2015,4,-73.638321,45.590882,8483.025,440.625,100.0,63.625,213.125,453.75,8.0,14
Caserne 17 Grid2_1,2016,1,-73.638321,45.590882,8483.025,440.625,100.0,63.625,213.125,453.75,9.0,6
Caserne 17 Grid2_1,2016,2,-73.638321,45.590882,8483.025,440.625,100.0,63.625,213.125,453.75,10.0,14
Caserne 17 Grid2_1,2016,3,-73.638321,45.590882,8483.025,440.625,100.0,63.625,213.125,453.75,8.0,13
Caserne 17 Grid2_1,2016,4,-73.638321,45.590882,8483.025,440.625,100.0,63.625,213.125,453.75,4.0,8
Caserne 17 Grid2_1,2017,1,-73.638321,45.590882,8483.025,440.625,100.0,63.625,213.125,453.75,6.0,11
Caserne 17 Grid2_1,2017,2,-73.638321,45.590882,8483.025,440.625,100.0,63.625,213.125,453.75,11.0,18
Caserne 17 Grid2_1,2017,3,-73.638321,45.590882,8483.025,440.625,100.0,63.625,213.125,453.75,12.0,26
Caserne 17 Grid2_1,2017,4,-73.638321,45.590882,8483.025,440.625,100.0,63.625,213.125,453.75,15.0,17
Caserne 17 Grid2_1,2018,1,-73.638321,45.590882,8483.025,440.625,100.0,63.625,213.125,453.75,6.0,15
Caserne 17 Grid2_1,2018,2,-73.638321,45.590882,8483.025,440.625,100.0,63.625,213.125,453.75,6.0,14
Caserne 17 Grid2_1,2018,3,-73.638321,45.590882,8483.025,440.625,100.0,63.625,213.125,453.75,6.0,8
Caserne 17 Grid2_1,2018,4,-73.638321,45.590882,8483.025,440.625,100.0,63.625,213.125,453.75,9.0,17
Caserne 17 Grid2_1,2019,1,-73.638321,45.590882,8483.025,440.625,100.0,63.625,213.125,453.75,8.0,9
Caserne 17 Grid2_1,2019,2,-73.638321,45.590882,8483.025,440.625,100.0,63.625,213.125,453.75,11.0,12
Caserne 17 Grid2_1,2019,3,-73.638321,45.590882,8483.025,440.625,100.0,63.625,213.125,453.75,3.0,13
Caserne 17 Grid2_1,2019,4,-73.638321,45.590882,8483.025,440.625,100.0,63.625,213.125,453.75,5.0,13
Caserne 17 Grid2_1,2020,1,-73.638321,45.590882,8483.025,440.625,100.0,63.625,213.125,453.75,6.0,12
Caserne 17 Grid2_1,2020,2,-73.638321,45.590882,8483.025,440.625,100.0,63.625,213.125,453.75,2.0,4
Caserne 17 Grid2_1,2020,3,-73.638321,45.590882,8483.025,440.625,100.0,63.625,213.125,453.75,5.0,9
Caserne 17 Grid2_1,2020,4,-73.638321,45.590882,8483.025,440.625,100.0,63.625,213.125,453.75,7.0,16
Caserne 17 Grid2_1,2021,1,-73.638321,45.590882,8483.025,440.625,100.0,63.625,213.125,453.75,8.0,10
Caserne 17 Grid2_1,2021,2,-73.638321,45.590882,8483.025,440.625,100.0,63.625,213.125,453.75,6.0,10
Caserne 17 Grid2_1,2021,3,-73.638321,45.590882,8483.025,440.625,100.0,63.625,213.125,453.75,11.0,12
Caserne 17 Grid2_1,2021,4,-73.638321,45.590882,8483.025,440.625,100.0,63.625,213.125,453.75,9.0,19
Caserne 17 Grid2_1,2022,1,-73.638321,45.590882,8483.025,440.625,100.0,63.625,213.125,453.75,6.0,15
Caserne 17 Grid2_1,2022,2,-73.638321,45.590882,8483.025,440.625,100.0,63.625,213.125,453.75,5.0,9
Caserne 17 Grid2_2,2015,1,-73.638321,45.590882,5373.4,425.0,100.0,66.35,210.0,442.5,3.0,6
Caserne 17 Grid2_2,2015,2,-73.638321,45.590882,5373.4,425.0,100.0,66.35,210.0,442.5,3.0,6
Caserne 17 Grid2_2,2015,3,-73.638321,45.590882,5373.4,425.0,100.0,66.35,210.0,442.5,4.0,4
Caserne 17 Grid2_2,2015,4,-73.638321,45.590882,5373.4,425.0,100.0,66.35,210.0,442.5,7.0,2
Caserne 17 Grid2_2,2016,1,-73.638321,45.590882,5373.4,425.0,100.0,66.35,210.0,442.5,1.0,3
Caserne 17 Grid2_2,2016,2,-73.638321,45.590882,5373.4,425.0,100.0,66.35,210.0,442.5,2.0,4
Caserne 17 Grid2_2,2016,3,-73.638321,45.590882,5373.4,425.0,100.0,66.35,210.0,442.5,6.0,3
Caserne 17 Grid2_2,2016,4,-73.638321,45.590882,5373.4,425.0,100.0,66.35,210.0,442.5,6.0,4
Caserne 17 Grid2_2,2017,1,-73.638321,45.590882,5373.4,425.0,100.0,66.35,210.0,442.5,3.0,1
Caserne 17 Grid2_2,2017,2,-73.638321,45.590882,5373.4,425.0,100.0,66.35,210.0,442.5,3.0,6
Caserne 17 Grid2_2,2017,3,-73.638321,45.590882,5373.4,425.0,100.0,66.35,210.0,442.5,2.0,5
Caserne 17 Grid2_2,2017,4,-73.638321,45.590882,5373.4,425.0,100.0,66.35,210.0,442.5,6.0,8
Caserne 17 Grid2_2,2018,1,-73.638321,45.590882,5373.4,425.0,100.0,66.35,210.0,442.5,9.0,2
Caserne 17 Grid2_2,2018,2,-73.638321,45.590882,5373.4,425.0,100.0,66.35,210.0,442.5,5.0,3
Caserne 17 Grid2_2,2018,3,-73.638321,45.590882,5373.4,425.0,100.0,66.35,210.0,442.5,2.0,7
Caserne 17 Grid2_2,2018,4,-73.638321,45.590882,5373.4,425.0,100.0,66.35,210.0,442.5,5.0,4
Caserne 17 Grid2_2,2019,1,-73.638321,45.590882,5373.4,425.0,100.0,66.35,210.0,442.5,4.0,4
Caserne 17 Grid2_2,2019,3,-73.638321,45.590882,5373.4,425.0,100.0,66.35,210.0,442.5,2.0,1
Caserne 17 Grid2_2,2019,4,-73.638321,45.590882,5373.4,425.0,100.0,66.35,210.0,442.5,2.0,5
Caserne 17 Grid2_2,2020,1,-73.638321,45.590882,5373.4,425.0,100.0,66.35,210.0,442.5,1.0,1
Caserne 17 Grid2_2,2020,2,-73.638321,45.590882,5373.4,425.0,100.0,66.35,210.0,442.5,2.0,1
Caserne 17 Grid2_2,2020,3,-73.638321,45.590882,5373.4,425.0,100.0,66.35,210.0,442.5,3.0,5
Caserne 17 Grid2_2,2020,4,-73.638321,45.590882,5373.4,425.0,100.0,66.35,210.0,442.5,2.0,5
Caserne 17 Grid2_2,2021,1,-73.638321,45.590882,5373.4,425.0,100.0,66.35,210.0,442.5,1.0,3
Caserne 17 Grid2_2,2021,2,-73.638321,45.590882,5373.4,425.0,100.0,66.35,210.0,442.5,2.0,2
Caserne 17 Grid2_2,2021,3,-73.638321,45.590882,5373.4,425.0,100.0,66.35,210.0,442.5,4.0,5
Caserne 17 Grid2_2,2021,4,-73.638321,45.590882,5373.4,425.0,100.0,66.35,210.0,442.5,5.0,6
Caserne 17 Grid2_2,2022,1,-73.638321,45.590882,5373.4,425.0,100.0,66.35,210.0,442.5,1.0,4
Caserne 17 Grid2_2,2022,2,-73.638321,45.590882,5373.4,425.0,100.0,66.35,210.0,442.5,2.0,1
Caserne 18 Grid0_0,2015,1,-73.621842,45.61191,6041.7,492.5,100.0,49.55,268.75,490.0,2.0,5
Caserne 18 Grid0_0,2015,2,-73.621842,45.61191,6041.7,492.5,100.0,49.55,268.75,490.0,0.0,7
Caserne 18 Grid0_0,2015,3,-73.621842,45.61191,6041.7,492.5,100.0,49.55,268.75,490.0,1.0,3
Caserne 18 Grid0_0,2015,4,-73.621842,45.61191,6041.7,492.5,100.0,49.55,268.75,490.0,0.0,4
Caserne 18 Grid0_0,2016,1,-73.621842,45.61191,6041.7,492.5,100.0,49.55,268.75,490.0,0.0,9
Caserne 18 Grid0_0,2016,2,-73.621842,45.61191,6041.7,492.5,100.0,49.55,268.75,490.0,2.0,6
Caserne 18 Grid0_0,2016,3,-73.621842,45.61191,6041.7,492.5,100.0,49.55,268.75,490.0,0.0,5
Caserne 18 Grid0_0,2016,4,-73.621842,45.61191,6041.7,492.5,100.0,49.55,268.75,490.0,1.0,8
Caserne 18 Grid0_0,2017,1,-73.621842,45.61191,6041.7,492.5,100.0,49.55,268.75,490.0,0.0,6
Caserne 18 Grid0_0,2017,2,-73.621842,45.61191,6041.7,492.5,100.0,49.55,268.75,490.0,1.0,5
Caserne 18 Grid0_0,2017,3,-73.621842,45.61191,6041.7,492.5,100.0,49.55,268.75,490.0,3.0,6
Caserne 18 Grid0_0,2017,4,-73.621842,45.61191,6041.7,492.5,100.0,49.55,268.75,490.0,3.0,2
Caserne 18 Grid0_0,2018,1,-73.621842,45.61191,6041.7,492.5,100.0,49.55,268.75,490.0,2.0,4
Caserne 18 Grid0_0,2018,2,-73.621842,45.61191,6041.7,492.5,100.0,49.55,268.75,490.0,0.0,5
Caserne 18 Grid0_0,2018,3,-73.621842,45.61191,6041.7,492.5,100.0,49.55,268.75,490.0,1.0,5
Caserne 18 Grid0_0,2018,4,-73.621842,45.61191,6041.7,492.5,100.0,49.55,268.75,490.0,1.0,6
Caserne 18 Grid0_0,2019,1,-73.621842,45.61191,6041.7,492.5,100.0,49.55,268.75,490.0,0.0,7
Caserne 18 Grid0_0,2019,2,-73.621842,45.61191,6041.7,492.5,100.0,49.55,268.75,490.0,0.0,6
Caserne 18 Grid0_0,2019,3,-73.621842,45.61191,6041.7,492.5,100.0,49.55,268.75,490.0,1.0,6
Caserne 18 Grid0_0,2019,4,-73.621842,45.61191,6041.7,492.5,100.0,49.55,268.75,490.0,1.0,8
Caserne 18 Grid0_0,2020,1,-73.621842,45.61191,6041.7,492.5,100.0,49.55,268.75,490.0,0.0,7
Caserne 18 Grid0_0,2020,2,-73.621842,45.61191,6041.7,492.5,100.0,49.55,268.75,490.0,0.0,1
Caserne 18 Grid0_0,2020,3,-73.621842,45.61191,6041.7,492.5,100.0,49.55,268.75,490.0,1.0,7
Caserne 18 Grid0_0,2020,4,-73.621842,45.61191,6041.7,492.5,100.0,49.55,268.75,490.0,1.0,7
Caserne 18 Grid0_0,2021,1,-73.621842,45.61191,6041.7,492.5,100.0,49.55,268.75,490.0,0.0,7
Caserne 18 Grid0_0,2021,2,-73.621842,45.61191,6041.7,492.5,100.0,49.55,268.75,490.0,1.0,8
Caserne 18 Grid0_0,2021,3,-73.621842,45.61191,6041.7,492.5,100.0,49.55,268.75,490.0,0.0,10
Caserne 18 Grid0_0,2021,4,-73.621842,45.61191,6041.7,492.5,100.0,49.55,268.75,490.0,3.0,4
Caserne 18 Grid0_0,2022,1,-73.621842,45.61191,6041.7,492.5,100.0,49.55,268.75,490.0,0.0,14
Caserne 18 Grid0_0,2022,2,-73.621842,45.61191,6041.7,492.5,100.0,49.55,268.75,490.0,0.0,8
Caserne 18 Grid0_1,2015,1,-73.621842,45.61191,6751.94,464.0,100.0,59.1933333333333,233.0,458.0,9.0,41
Caserne 18 Grid0_1,2015,2,-73.621842,45.61191,6751.94,464.0,100.0,59.1933333333333,233.0,458.0,8.0,59
Caserne 18 Grid0_1,2015,3,-73.621842,45.61191,6751.94,464.0,100.0,59.1933333333333,233.0,458.0,15.0,56
Caserne 18 Grid0_1,2015,4,-73.621842,45.61191,6751.94,464.0,100.0,59.1933333333333,233.0,458.0,35.0,38
Caserne 18 Grid0_1,2016,1,-73.621842,45.61191,6751.94,464.0,100.0,59.1933333333333,233.0,458.0,7.0,54
Caserne 18 Grid0_1,2016,2,-73.621842,45.61191,6751.94,464.0,100.0,59.1933333333333,233.0,458.0,11.0,54
Caserne 18 Grid0_1,2016,3,-73.621842,45.61191,6751.94,464.0,100.0,59.1933333333333,233.0,458.0,15.0,62
Caserne 18 Grid0_1,2016,4,-73.621842,45.61191,6751.94,464.0,100.0,59.1933333333333,233.0,458.0,8.0,40
Caserne 18 Grid0_1,2017,1,-73.621842,45.61191,6751.94,464.0,100.0,59.1933333333333,233.0,458.0,12.0,53
Caserne 18 Grid0_1,2017,2,-73.621842,45.61191,6751.94,464.0,100.0,59.1933333333333,233.0,458.0,5.0,50
Caserne 18 Grid0_1,2017,3,-73.621842,45.61191,6751.94,464.0,100.0,59.1933333333333,233.0,458.0,16.0,47
Caserne 18 Grid0_1,2017,4,-73.621842,45.61191,6751.94,464.0,100.0,59.1933333333333,233.0,458.0,11.0,57
Caserne 18 Grid0_1,2018,1,-73.621842,45.61191,6751.94,464.0,100.0,59.1933333333333,233.0,458.0,7.0,52
Caserne 18 Grid0_1,2018,2,-73.621842,45.61191,6751.94,464.0,100.0,59.1933333333333,233.0,458.0,16.0,49
Caserne 18 Grid0_1,2018,3,-73.621842,45.61191,6751.94,464.0,100.0,59.1933333333333,233.0,458.0,12.0,63
Caserne 18 Grid0_1,2018,4,-73.621842,45.61191,6751.94,464.0,100.0,59.1933333333333,233.0,458.0,7.0,52
Caserne 18 Grid0_1,2019,1,-73.621842,45.61191,6751.94,464.0,100.0,59.1933333333333,233.0,458.0,10.0,47
Caserne 18 Grid0_1,2019,2,-73.621842,45.61191,6751.94,464.0,100.0,59.1933333333333,233.0,458.0,12.0,61
Caserne 18 Grid0_1,2019,3,-73.621842,45.61191,6751.94,464.0,100.0,59.1933333333333,233.0,458.0,10.0,53
Caserne 18 Grid0_1,2019,4,-73.621842,45.61191,6751.94,464.0,100.0,59.1933333333333,233.0,458.0,8.0,43
Caserne 18 Grid0_1,2020,1,-73.621842,45.61191,6751.94,464.0,100.0,59.1933333333333,233.0,458.0,8.0,44
Caserne 18 Grid0_1,2020,2,-73.621842,45.61191,6751.94,464.0,100.0,59.1933333333333,233.0,458.0,12.0,11
Caserne 18 Grid0_1,2020,3,-73.621842,45.61191,6751.94,464.0,100.0,59.1933333333333,233.0,458.0,3.0,44
Caserne 18 Grid0_1,2020,4,-73.621842,45.61191,6751.94,464.0,100.0,59.1933333333333,233.0,458.0,9.0,47
Caserne 18 Grid0_1,2021,1,-73.621842,45.61191,6751.94,464.0,100.0,59.1933333333333,233.0,458.0,5.0,47
Caserne 18 Grid0_1,2021,2,-73.621842,45.61191,6751.94,464.0,100.0,59.1933333333333,233.0,458.0,15.0,48
Caserne 18 Grid0_1,2021,3,-73.621842,45.61191,6751.94,464.0,100.0,59.1933333333333,233.0,458.0,17.0,51
Caserne 18 Grid0_1,2021,4,-73.621842,45.61191,6751.94,464.0,100.0,59.1933333333333,233.0,458.0,9.0,66
Caserne 18 Grid0_1,2022,1,-73.621842,45.61191,6751.94,464.0,100.0,59.1933333333333,233.0,458.0,9.0,56
Caserne 18 Grid0_1,2022,2,-73.621842,45.61191,6751.94,464.0,100.0,59.1933333333333,233.0,458.0,10.0,50
Caserne 18 Grid0_2,2015,1,-73.621842,45.61191,7352.98888888889,421.111111111111,100.0,64.2277777777778,205.555555555556,418.055555555556,22.0,79
Caserne 18 Grid0_2,2015,2,-73.621842,45.61191,7352.98888888889,421.111111111111,100.0,64.2277777777778,205.555555555556,418.055555555556,21.0,61
Caserne 18 Grid0_2,2015,3,-73.621842,45.61191,7352.98888888889,421.111111111111,100.0,64.2277777777778,205.555555555556,418.055555555556,24.0,54
Caserne 18 Grid0_2,2015,4,-73.621842,45.61191,7352.98888888889,421.111111111111,100.0,64.2277777777778,205.555555555556,418.055555555556,20.0,67
Caserne 18 Grid0_2,2016,1,-73.621842,45.61191,7352.98888888889,421.111111111111,100.0,64.2277777777778,205.555555555556,418.055555555556,13.0,63
Caserne 18 Grid0_2,2016,2,-73.621842,45.61191,7352.98888888889,421.111111111111,100.0,64.2277777777778,205.555555555556,418.055555555556,23.0,58
Caserne 18 Grid0_2,2016,3,-73.621842,45.61191,7352.98888888889,421.111111111111,100.0,64.2277777777778,205.555555555556,418.055555555556,20.0,56
Caserne 18 Grid0_2,2016,4,-73.621842,45.61191,7352.98888888889,421.111111111111,100.0,64.2277777777778,205.555555555556,418.055555555556,24.0,62
Caserne 18 Grid0_2,2017,1,-73.621842,45.61191,7352.98888888889,421.111111111111,100.0,64.2277777777778,205.555555555556,418.055555555556,16.0,55
Caserne 18 Grid0_2,2017,2,-73.621842,45.61191,7352.98888888889,421.111111111111,100.0,64.2277777777778,205.555555555556,418.055555555556,6.0,56
Caserne 18 Grid0_2,2017,3,-73.621842,45.61191,7352.98888888889,421.111111111111,100.0,64.2277777777778,205.555555555556,418.055555555556,14.0,42
Caserne 18 Grid0_2,2017,4,-73.621842,45.61191,7352.98888888889,421.111111111111,100.0,64.2277777777778,205.555555555556,418.055555555556,20.0,31
Caserne 18 Grid0_2,2018,1,-73.621842,45.61191,7352.98888888889,421.111111111111,100.0,64.2277777777778,205.555555555556,418.055555555556,10.0,53
Caserne 18 Grid0_2,2018,2,-73.621842,45.61191,7352.98888888889,421.111111111111,100.0,64.2277777777778,205.555555555556,418.055555555556,9.0,53
Caserne 18 Grid0_2,2018,3,-73.621842,45.61191,7352.98888888889,421.111111111111,100.0,64.2277777777778,205.555555555556,418.055555555556,12.0,55
Caserne 18 Grid0_2,2018,4,-73.621842,45.61191,7352.98888888889,421.111111111111,100.0,64.2277777777778,205.555555555556,418.055555555556,10.0,48
Caserne 18 Grid0_2,2019,1,-73.621842,45.61191,7352.98888888889,421.111111111111,100.0,64.2277777777778,205.555555555556,418.055555555556,13.0,49
Caserne 18 Grid0_2,2019,2,-73.621842,45.61191,7352.98888888889,421.111111111111,100.0,64.2277777777778,205.555555555556,418.055555555556,14.0,41
Caserne 18 Grid0_2,2019,3,-73.621842,45.61191,7352.98888888889,421.111111111111,100.0,64.2277777777778,205.555555555556,418.055555555556,11.0,38
Caserne 18 Grid0_2,2019,4,-73.621842,45.61191,7352.98888888889,421.111111111111,100.0,64.2277777777778,205.555555555556,418.055555555556,20.0,72
Caserne 18 Grid0_2,2020,1,-73.621842,45.61191,7352.98888888889,421.111111111111,100.0,64.2277777777778,205.555555555556,418.055555555556,5.0,53
Caserne 18 Grid0_2,2020,2,-73.621842,45.61191,7352.98888888889,421.111111111111,100.0,64.2277777777778,205.555555555556,418.055555555556,16.0,16
Caserne 18 Grid0_2,2020,3,-73.621842,45.61191,7352.98888888889,421.111111111111,100.0,64.2277777777778,205.555555555556,418.055555555556,10.0,46
Caserne 18 Grid0_2,2020,4,-73.621842,45.61191,7352.98888888889,421.111111111111,100.0,64.2277777777778,205.555555555556,418.055555555556,10.0,39
Caserne 18 Grid0_2,2021,1,-73.621842,45.61191,7352.98888888889,421.111111111111,100.0,64.2277777777778,205.555555555556,418.055555555556,4.0,35
Caserne 18 Grid0_2,2021,2,-73.621842,45.61191,7352.98888888889,421.111111111111,100.0,64.2277777777778,205.555555555556,418.055555555556,9.0,47
Caserne 18 Grid0_2,2021,3,-73.621842,45.61191,7352.98888888889,421.111111111111,100.0,64.2277777777778,205.555555555556,418.055555555556,12.0,46
Caserne 18 Grid0_2,2021,4,-73.621842,45.61191,7352.98888888889,421.111111111111,100.0,64.2277777777778,205.555555555556,418.055555555556,10.0,46
Caserne 18 Grid0_2,2022,1,-73.621842,45.61191,7352.98888888889,421.111111111111,100.0,64.2277777777778,205.555555555556,418.055555555556,11.0,45
Caserne 18 Grid0_2,2022,2,-73.621842,45.61191,7352.98888888889,421.111111111111,100.0,64.2277777777778,205.555555555556,418.055555555556,14.0,38
Caserne 18 Grid0_3,2015,1,-73.621842,45.61191,8423.37777777778,431.111111111111,100.0,64.0111111111111,212.777777777778,436.666666666667,5.0,16
Caserne 18 Grid0_3,2015,2,-73.621842,45.61191,8423.37777777778,431.111111111111,100.0,64.0111111111111,212.777777777778,436.666666666667,1.0,15
Caserne 18 Grid0_3,2015,3,-73.621842,45.61191,8423.37777777778,431.111111111111,100.0,64.0111111111111,212.777777777778,436.666666666667,3.0,12
Caserne 18 Grid0_3,2015,4,-73.621842,45.61191,8423.37777777778,431.111111111111,100.0,64.0111111111111,212.777777777778,436.666666666667,3.0,12
Caserne 18 Grid0_3,2016,1,-73.621842,45.61191,8423.37777777778,431.111111111111,100.0,64.0111111111111,212.777777777778,436.666666666667,2.0,8
Caserne 18 Grid0_3,2016,2,-73.621842,45.61191,8423.37777777778,431.111111111111,100.0,64.0111111111111,212.777777777778,436.666666666667,5.0,16
Caserne 18 Grid0_3,2016,3,-73.621842,45.61191,8423.37777777778,431.111111111111,100.0,64.0111111111111,212.777777777778,436.666666666667,2.0,18
Caserne 18 Grid0_3,2016,4,-73.621842,45.61191,8423.37777777778,431.111111111111,100.0,64.0111111111111,212.777777777778,436.666666666667,2.0,27
Caserne 18 Grid0_3,2017,1,-73.621842,45.61191,8423.37777777778,431.111111111111,100.0,64.0111111111111,212.777777777778,436.666666666667,3.0,16
Caserne 18 Grid0_3,2017,2,-73.621842,45.61191,8423.37777777778,431.111111111111,100.0,64.0111111111111,212.777777777778,436.666666666667,1.0,26
Caserne 18 Grid0_3,2017,3,-73.621842,45.61191,8423.37777777778,431.111111111111,100.0,64.0111111111111,212.777777777778,436.666666666667,3.0,14
Caserne 18 Grid0_3,2017,4,-73.621842,45.61191,8423.37777777778,431.111111111111,100.0,64.0111111111111,212.777777777778,436.666666666667,8.0,20
Caserne 18 Grid0_3,2018,1,-73.621842,45.61191,8423.37777777778,431.111111111111,100.0,64.0111111111111,212.777777777778,436.666666666667,2.0,12
Caserne 18 Grid0_3,2018,2,-73.621842,45.61191,8423.37777777778,431.111111111111,100.0,64.0111111111111,212.777777777778,436.666666666667,4.0,15
Caserne 18 Grid0_3,2018,3,-73.621842,45.61191,8423.37777777778,431.111111111111,100.0,64.0111111111111,212.777777777778,436.666666666667,3.0,18
Caserne 18 Grid0_3,2018,4,-73.621842,45.61191,8423.37777777778,431.111111111111,100.0,64.0111111111111,212.777777777778,436.666666666667,2.0,14
Caserne 18 Grid0_3,2019,1,-73.621842,45.61191,8423.37777777778,431.111111111111,100.0,64.0111111111111,212.777777777778,436.666666666667,3.0,9
Caserne 18 Grid0_3,2019,2,-73.621842,45.61191,8423.37777777778,431.111111111111,100.0,64.0111111111111,212.777777777778,436.666666666667,3.0,15
Caserne 18 Grid0_3,2019,3,-73.621842,45.61191,8423.37777777778,431.111111111111,100.0,64.0111111111111,212.777777777778,436.666666666667,2.0,13
Caserne 18 Grid0_3,2019,4,-73.621842,45.61191,8423.37777777778,431.111111111111,100.0,64.0111111111111,212.777777777778,436.666666666667,4.0,11
Caserne 18 Grid0_3,2020,1,-73.621842,45.61191,8423.37777777778,431.111111111111,100.0,64.0111111111111,212.777777777778,436.666666666667,2.0,10
Caserne 18 Grid0_3,2020,2,-73.621842,45.61191,8423.37777777778,431.111111111111,100.0,64.0111111111111,212.777777777778,436.666666666667,1.0,2
Caserne 18 Grid0_3,2020,3,-73.621842,45.61191,8423.37777777778,431.111111111111,100.0,64.0111111111111,212.777777777778,436.666666666667,2.0,5
Caserne 18 Grid0_3,2020,4,-73.621842,45.61191,8423.37777777778,431.111111111111,100.0,64.0111111111111,212.777777777778,436.666666666667,4.0,7
Caserne 18 Grid0_3,2021,1,-73.621842,45.61191,8423.37777777778,431.111111111111,100.0,64.0111111111111,212.777777777778,436.666666666667,3.0,7
Caserne 18 Grid0_3,2021,2,-73.621842,45.61191,8423.37777777778,431.111111111111,100.0,64.0111111111111,212.777777777778,436.666666666667,3.0,14
Caserne 18 Grid0_3,2021,3,-73.621842,45.61191,8423.37777777778,431.111111111111,100.0,64.0111111111111,212.777777777778,436.666666666667,2.0,11
Caserne 18 Grid0_3,2021,4,-73.621842,45.61191,8423.37777777778,431.111111111111,100.0,64.0111111111111,212.777777777778,436.666666666667,0.0,7
Caserne 18 Grid0_3,2022,1,-73.621842,45.61191,8423.37777777778,431.111111111111,100.0,64.0111111111111,212.777777777778,436.666666666667,4.0,5
Caserne 18 Grid0_3,2022,2,-73.621842,45.61191,8423.37777777778,431.111111111111,100.0,64.0111111111111,212.777777777778,436.666666666667,3.0,13
Caserne 18 Grid1_0,2015,1,-73.621842,45.61191,12575.4928571429,472.5,100.0,54.5285714285714,276.785714285714,468.214285714286,14.0,169
Caserne 18 Grid1_0,2015,2,-73.621842,45.61191,12575.4928571429,472.5,100.0,54.5285714285714,276.785714285714,468.214285714286,16.0,153
Caserne 18 Grid1_0,2015,3,-73.621842,45.61191,12575.4928571429,472.5,100.0,54.5285714285714,276.785714285714,468.214285714286,15.0,162
Caserne 18 Grid1_0,2015,4,-73.621842,45.61191,12575.4928571429,472.5,100.0,54.5285714285714,276.785714285714,468.214285714286,26.0,158
Caserne 18 Grid1_0,2016,1,-73.621842,45.61191,12575.4928571429,472.5,100.0,54.5285714285714,276.785714285714,468.214285714286,7.0,180
Caserne 18 Grid1_0,2016,2,-73.621842,45.61191,12575.4928571429,472.5,100.0,54.5285714285714,276.785714285714,468.214285714286,28.0,197
Caserne 18 Grid1_0,2016,3,-73.621842,45.61191,12575.4928571429,472.5,100.0,54.5285714285714,276.785714285714,468.214285714286,7.0,168
Caserne 18 Grid1_0,2016,4,-73.621842,45.61191,12575.4928571429,472.5,100.0,54.5285714285714,276.785714285714,468.214285714286,10.0,170
Caserne 18 Grid1_0,2017,1,-73.621842,45.61191,12575.4928571429,472.5,100.0,54.5285714285714,276.785714285714,468.214285714286,15.0,172
Caserne 18 Grid1_0,2017,2,-73.621842,45.61191,12575.4928571429,472.5,100.0,54.5285714285714,276.785714285714,468.214285714286,13.0,166
Caserne 18 Grid1_0,2017,3,-73.621842,45.61191,12575.4928571429,472.5,100.0,54.5285714285714,276.785714285714,468.214285714286,17.0,181
Caserne 18 Grid1_0,2017,4,-73.621842,45.61191,12575.4928571429,472.5,100.0,54.5285714285714,276.785714285714,468.214285714286,17.0,167
Caserne 18 Grid1_0,2018,1,-73.621842,45.61191,12575.4928571429,472.5,100.0,54.5285714285714,276.785714285714,468.214285714286,11.0,160
Caserne 18 Grid1_0,2018,2,-73.621842,45.61191,12575.4928571429,472.5,100.0,54.5285714285714,276.785714285714,468.214285714286,11.0,138
Caserne 18 Grid1_0,2018,3,-73.621842,45.61191,12575.4928571429,472.5,100.0,54.5285714285714,276.785714285714,468.214285714286,10.0,166
Caserne 18 Grid1_0,2018,4,-73.621842,45.61191,12575.4928571429,472.5,100.0,54.5285714285714,276.785714285714,468.214285714286,7.0,170
Caserne 18 Grid1_0,2019,1,-73.621842,45.61191,12575.4928571429,472.5,100.0,54.5285714285714,276.785714285714,468.214285714286,7.0,183
Caserne 18 Grid1_0,2019,2,-73.621842,45.61191,12575.4928571429,472.5,100.0,54.5285714285714,276.785714285714,468.214285714286,7.0,156
Caserne 18 Grid1_0,2019,3,-73.621842,45.61191,12575.4928571429,472.5,100.0,54.5285714285714,276.785714285714,468.214285714286,8.0,137
Caserne 18 Grid1_0,2019,4,-73.621842,45.61191,12575.4928571429,472.5,100.0,54.5285714285714,276.785714285714,468.214285714286,6.0,151
Caserne 18 Grid1_0,2020,1,-73.621842,45.61191,12575.4928571429,472.5,100.0,54.5285714285714,276.785714285714,468.214285714286,8.0,144
Caserne 18 Grid1_0,2020,2,-73.621842,45.61191,12575.4928571429,472.5,100.0,54.5285714285714,276.785714285714,468.214285714286,11.0,21
Caserne 18 Grid1_0,2020,3,-73.621842,45.61191,12575.4928571429,472.5,100.0,54.5285714285714,276.785714285714,468.214285714286,8.0,105
Caserne 18 Grid1_0,2020,4,-73.621842,45.61191,12575.4928571429,472.5,100.0,54.5285714285714,276.785714285714,468.214285714286,4.0,129
